countyName,districtName,totalAssessedValue,totalSecuredAssessedValue
129 Kaufman CAD ,129-906/Terrell ISD                        ,63178199,62803269
129 Kaufman CAD ,129-910/Scurry-Rosser ISD                  ,152125865,140551785
129 Kaufman CAD ,199-901/Rockwall ISD                       ,557108,557108
129 Kaufman CAD ,234-907/Wills Point ISD                    ,115793711,107112641
130 Kendall CAD ,016-902/Blanco ISD                         ,581601652,562183872
130 Kendall CAD ,046-902/Comal ISD                          ,2226567254,2205038859
130 Kendall CAD ,086-901/Fredericksburg ISD                 ,5676488,5083818
130 Kendall CAD ,130-901/Boerne ISD                         ,1425799446,1403870013
130 Kendall CAD ,130-902/Comfort ISD                        ,579098969,546981459
131 Kenedy CAD ,131-001/Kenedy Countywide ISD              ,789683542,305506452
131 Kenedy CAD ,137-903/Riviera ISD                        ,2214243,1400263
132 Kent CAD ,063-903/Spur ISD                           ,206749267,202296567
132 Kent CAD ,076-904/Rotan ISD                          ,97617320,83146420
132 Kent CAD ,085-902/Post ISD                           ,855605490,788087857
132 Kent CAD ,132-902/Jayton-Girard ISD                  ,805509685,802621755
132 Kent CAD ,208-902/Snyder ISD                         ,61494687,61353277
133 Kerr CAD ,010-901/Medina ISD                         ,211626311,206291721
133 Kerr CAD ,086-902/Harper ISD                         ,295339686,291752636
133 Kerr CAD ,130-902/Comfort ISD                        ,579098969,546981459
133 Kerr CAD ,133-901/Center Point ISD                   ,244310351,227711000
133 Kerr CAD ,133-902/Hunt ISD                           ,346765781,342481096
133 Kerr CAD ,133-903/Kerrville ISD                      ,2406347348,2239925274
133 Kerr CAD ,133-904/Ingram ISD                         ,459229790,408050905
133 Kerr CAD ,133-905/Divide ISD                         ,54066328,52742003
134 Kimble CAD ,086-902/Harper ISD                         ,295339686,291752636
134 Kimble CAD ,134-901/Junction ISD                       ,387640587,348639923
134 Kimble CAD ,157-901/Mason ISD                          ,1667624,1667624
135 King CAD ,078-901/Crowell ISD                        ,165037300,162645150
135 King CAD ,135-001/Guthrie ISD                        ,284067775,277363595
136 Kinney CAD ,136-901/Brackett ISD                       ,250541007,104026724
137 Kleberg CAD ,137-901/Kingsville ISD                     ,745325174,594884844
137 Kleberg CAD ,137-902/Ricardo ISD                        ,142601881,129376421
137 Kleberg CAD ,137-903/Riviera ISD                        ,2214243,1400263
137 Kleberg CAD ,137-904/Santa Gertrudis ISD                ,195078438,189953078
138 Knox CAD ,012-901/Seymour ISD                        ,180792435,168847065
138 Knox CAD ,078-901/Crowell ISD                        ,165037300,162645150
138 Knox CAD ,138-902/Knox City-O'Brien CISD             ,32251117,30609607
138 Knox CAD ,138-903/Munday ISD                         ,1637640,1637640
138 Knox CAD ,138-904/Benjamin ISD                       ,52990880,51050230
139 Lamar CAD ,074-907/Honey Grove CISD                   ,166514621,158010261
139 Lamar CAD ,139-905/Chisum ISD                         ,13169330,12869720
139 Lamar CAD ,139-908/Roxton ISD                         ,99043280,83548360
139 Lamar CAD ,139-909/Paris ISD                          ,716142970,568705733
139 Lamar CAD ,139-911/North Lamar ISD                    ,1896490,1896490
139 Lamar CAD ,139-912/Prairiland ISD                     ,200967407,189241797
140 Lamb CAD ,009-901/Muleshoe ISD                       ,235726855,201946731
140 Lamb CAD ,040-902/Whiteface-Bledsoe CISD             ,747139980,735927845
140 Lamb CAD ,110-901/Anton ISD                          ,44893413,42916053
140 Lamb CAD ,140-901/Amherst ISD                        ,43752364,40749294
140 Lamb CAD ,140-904/Littlefield ISD                    ,214960701,175015061
140 Lamb CAD ,140-905/Olton ISD                          ,25138767,24375448
140 Lamb CAD ,140-907/Springlake-Earth ISD               ,30954804,30444664
140 Lamb CAD ,140-908/Sudan ISD                          ,46096500,45631981
141 Lampasas CAD ,050-901/Evant ISD                          ,54939675,51351315
141 Lampasas CAD ,141-901/Lampasas ISD                       ,7102862,6831585
141 Lampasas CAD ,141-902/Lometa ISD                         ,88931323,86169623
141 Lampasas CAD ,167-901/Goldthwaite ISD                    ,5936494,5877474
141 Lampasas CAD ,206-901/San Saba ISD                       ,137380,137380
142 La Salle CAD ,082-902/Dilley ISD                         ,453151040,320305320
142 La Salle CAD ,142-901/Cotulla ISD                        ,7036213042,6410827739
143 Lavaca CAD ,045-905/Weimar ISD                         ,319878788,281219088
143 Lavaca CAD ,062-903/Yoakum ISD                         ,525776486,465991016
143 Lavaca CAD ,143-901/Hallettsville ISD                  ,5921368,5887948
143 Lavaca CAD ,143-902/Moulton ISD                        ,162409493,154555293
143 Lavaca CAD ,143-903/Shiner ISD                         ,355113420,353764250
143 Lavaca CAD ,143-904/Vysehrad ISD                       ,59683987,52135061
143 Lavaca CAD ,143-905/Sweet Home ISD                     ,65593482,63592361
143 Lavaca CAD ,143-906/Ezzell ISD                         ,101244846,98177010
144 Lee CAD ,011-902/Elgin ISD                          ,738083286,653716470
144 Lee CAD ,144-901/Giddings ISD                       ,10327240,10140530
144 Lee CAD ,144-902/Lexington ISD                      ,876314,787445
144 Lee CAD ,144-903/Dime Box ISD                       ,182608600,172056010
145 Leon CAD ,145-901/Buffalo ISD                        ,75649098,62761769
145 Leon CAD ,145-902/Centerville ISD                    ,482158021,445155261
145 Leon CAD ,145-906/Normangee ISD                      ,213179482,202075382
145 Leon CAD ,145-907/Oakwood ISD                        ,31518401,28036821
145 Leon CAD ,145-911/Leon ISD                           ,765436132,512662402
146 Liberty CAD ,146-901/Cleveland ISD                      ,733612803,616977452
146 Liberty CAD ,146-902/Dayton ISD                         ,3205608,2697826
146 Liberty CAD ,146-903/Devers ISD                         ,292053946,262095856
146 Liberty CAD ,146-904/Hardin ISD                         ,330686902,300855102
146 Liberty CAD ,146-905/Hull-Daisetta ISD                  ,256567245,161991424
146 Liberty CAD ,146-906/Liberty ISD                        ,841912859,385975239
146 Liberty CAD ,146-907/Tarkington ISD                     ,446559406,392923186
147 Limestone CAD ,081-905/Wortham ISD                        ,114831062,106246661
147 Limestone CAD ,109-905/Hubbard ISD                        ,66354297,62640487
147 Limestone CAD ,109-910/Mount Calm ISD                     ,23521439,22196469
147 Limestone CAD ,147-901/Coolidge ISD                       ,39010201,32702612
147 Limestone CAD ,147-902/Groesbeck ISD                      ,417586,372726
147 Limestone CAD ,147-903/Mexia ISD                          ,2392481,2287110
147 Limestone CAD ,161-908/Mart ISD                           ,9219512,8805012
147 Limestone CAD ,161-918/Axtell ISD                         ,528540,528540
148 Lipscomb CAD ,148-901/Booker ISD                         ,561090,561090
148 Lipscomb CAD ,148-902/Follett ISD                        ,264632518,257574098
148 Lipscomb CAD ,148-903/Higgins ISD                        ,481537390,462519920
148 Lipscomb CAD ,148-905/Darrouzett ISD                     ,150724793,144425473
149 Live Oak CAD ,149-901/George West ISD                    ,715368186,501898917
149 Live Oak CAD ,149-902/Three Rivers ISD                   ,12446493,12437613
149 Live Oak CAD ,205-904/Mathis ISD                         ,5736169,5690889
150 Llano CAD ,016-901/Johnson City ISD                   ,550331008,517216548
150 Llano CAD ,027-903/Burnet CISD                        ,1561576012,1480407192
150 Llano CAD ,150-901/Llano ISD                          ,3130231568,3083305528
151 Loving CAD ,248-902/Wink-Loving ISD                    ,926410434,831176164
152 Lubbock CAD ,054-902/Lorenzo ISD                        ,215354168,200399237
152 Lubbock CAD ,085-903/Southland ISD                      ,67374459,66608896
152 Lubbock CAD ,095-901/Abernathy ISD                      ,526295873,475305948
152 Lubbock CAD ,152-901/Lubbock ISD                        ,9548778959,8078605392
152 Lubbock CAD ,152-902/New Deal ISD                       ,221972198,169643089
152 Lubbock CAD ,152-903/Slaton ISD                         ,363489617,322655519
152 Lubbock CAD ,152-906/Lubbock-Cooper ISD                 ,2041126997,1931266883
152 Lubbock CAD ,152-907/Frenship ISD                       ,4315736,4198086
152 Lubbock CAD ,152-908/Roosevelt ISD                      ,287281297,262271012
152 Lubbock CAD ,152-909/Shallowater ISD                    ,299094392,283679185
152 Lubbock CAD ,152-910/Idalou ISD                         ,239863279,191304016
153 Lynn CAD ,058-902/Dawson ISD                         ,218841337,211021087
153 Lynn CAD ,085-902/Post ISD                           ,855605490,788087857
153 Lynn CAD ,085-903/Southland ISD                      ,67374459,66608896
153 Lynn CAD ,152-903/Slaton ISD                         ,363489617,322655519
153 Lynn CAD ,153-903/O'Donnell ISD                      ,49350506,47285296
153 Lynn CAD ,153-904/Tahoka ISD                         ,118563041,109392751
153 Lynn CAD ,153-905/New Home ISD                       ,59805051,58479681
153 Lynn CAD ,153-907/Wilson ISD                         ,52584680,50917730
154 Madison CAD ,145-906/Normangee ISD                      ,213179482,202075382
154 Madison CAD ,154-901/Madisonville CISD                  ,84833436,73350541
154 Madison CAD ,154-903/North Zulch ISD                    ,403201604,374680324
155 Marion CAD ,034-902/Avinger ISD                        ,54214150,52634884
155 Marion CAD ,155-901/Jefferson ISD                      ,635271906,576160126
155 Marion CAD ,230-903/Ore City ISD                       ,2533071,2452221
156 Martin CAD ,058-905/Klondike CISD                      ,299906227,297711907
156 Martin CAD ,058-909/Sands ISD                          ,31065960,31065960
156 Martin CAD ,156-902/Stanton ISD                        ,112785564,111787762
156 Martin CAD ,156-905/Grady ISD                          ,2171824107,2144917227
157 Mason CAD ,086-024/Doss CCSD                          ,31506650,30978010
157 Mason CAD ,157-901/Mason ISD                          ,1667624,1667624
158 Matagorda CAD ,158-901/Bay City ISD                       ,1110429884,947183354
158 Matagorda CAD ,158-902/Tidehaven ISD                      ,1123390715,899034775
158 Matagorda CAD ,158-904/Matagorda ISD                      ,261047261,257168641
158 Matagorda CAD ,158-905/Palacios ISD                       ,124818658,121061903
158 Matagorda CAD ,158-906/Van Vleck ISD                      ,624938724,542978354
158 Matagorda CAD ,241-901/Boling ISD                         ,24516107,23944437
159 Maverick CAD ,159-901/Eagle Pass ISD                     ,2155586834,1923364784
160 McCulloch CAD ,157-901/Mason ISD                          ,1667624,1667624
160 McCulloch CAD ,160-901/Brady ISD                          ,23807867,14803316
160 McCulloch CAD ,160-904/Rochelle ISD                       ,55229536,52535186
160 McCulloch CAD ,160-905/Lohn ISD                           ,22999556,21942036
161 McLennan CAD ,018-904/Valley Mills ISD                   ,150755145,107122100
161 McLennan CAD ,050-904/Oglesby ISD                        ,43568668,40081968
161 McLennan CAD ,161-901/Crawford ISD                       ,3849907,3813597
161 McLennan CAD ,161-903/Midway ISD                         ,4184355069,3125994646
161 McLennan CAD ,161-906/La Vega ISD                        ,677274565,510387565
161 McLennan CAD ,161-907/Lorena ISD                         ,7492181,6982151
161 McLennan CAD ,161-908/Mart ISD                           ,9219512,8805012
161 McLennan CAD ,161-909/McGregor ISD                       ,324628729,227919819
161 McLennan CAD ,161-910/Moody ISD                          ,43506009,42311059
161 McLennan CAD ,161-912/Riesel ISD                         ,9318135,9118465
161 McLennan CAD ,161-914/Waco ISD                           ,4158420870,3499697560
161 McLennan CAD ,161-916/West ISD                           ,6029302,5734282
161 McLennan CAD ,161-918/Axtell ISD                         ,528540,528540
161 McLennan CAD ,161-919/Bruceville-Eddy ISD                ,2029860,2008034
161 McLennan CAD ,161-920/China Spring ISD                   ,16879475,16051670
161 McLennan CAD ,161-921/Connally ISD                       ,590370511,450599405
161 McLennan CAD ,161-922/Robinson ISD                       ,5427106,5270876
161 McLennan CAD ,161-923/Bosqueville ISD                    ,143083373,110095673
161 McLennan CAD ,161-924/Hallsburg ISD                      ,60094334,55927334
161 McLennan CAD ,161-925/Gholson ISD                        ,38433607,36337597
162 McMullen CAD ,162-904/McMullen County ISD                ,3951244722,3598461427
163 Medina CAD ,007-904/Lytle ISD                          ,193471435,173555085
163 Medina CAD ,015-915/Northside ISD                      ,28239043,27864153
163 Medina CAD ,163-901/Devine ISD                         ,41519033,35165293
163 Medina CAD ,163-902/D'Hanis ISD                        ,109873631,103323501
163 Medina CAD ,163-903/Natalia ISD                        ,173730979,162953063
163 Medina CAD ,163-904/Hondo ISD                          ,10406894,10223814
163 Medina CAD ,163-908/Medina Valley ISD                  ,335647219,321231927
163 Medina CAD ,232-904/Utopia ISD                         ,110855118,108276068
164 Menard CAD ,048-901/Eden CISD                          ,159492139,151058270
164 Menard CAD ,157-901/Mason ISD                          ,1667624,1667624
164 Menard CAD ,164-901/Menard ISD                         ,178758264,171809364
165 Midland CAD ,165-901/Midland ISD                        ,19524069091,15086032061
165 Midland CAD ,165-902/Greenwood ISD                      ,1343614245,1174378205
166 Milam CAD ,014-902/Bartlett ISD                       ,43205362,37926238
166 Milam CAD ,014-905/Holland ISD                        ,93005012,88424734
166 Milam CAD ,014-907/Rogers ISD                         ,152378586,148304166
166 Milam CAD ,073-905/Rosebud-Lott ISD                   ,6759863,6697619
166 Milam CAD ,144-902/Lexington ISD                      ,876314,787445
166 Milam CAD ,166-901/Cameron ISD                        ,298608191,239232501
166 Milam CAD ,166-902/Gause ISD                          ,96411047,93291167
166 Milam CAD ,166-903/Milano ISD                         ,86519306,80749586
166 Milam CAD ,166-904/Rockdale ISD                       ,859840057,785752847
166 Milam CAD ,166-905/Thorndale ISD                      ,111567816,106178226
166 Milam CAD ,166-907/Buckholts ISD                      ,29512728,27132308
167 Mills CAD ,025-906/Zephyr ISD                         ,40505838,37238448
167 Mills CAD ,025-908/Brookesmith ISD                    ,75137224,73686074
167 Mills CAD ,047-901/Comanche ISD                       ,264496359,225141049
167 Mills CAD ,097-902/Hamilton ISD                       ,9207379,9114789
167 Mills CAD ,141-902/Lometa ISD                         ,88931323,86169623
167 Mills CAD ,167-901/Goldthwaite ISD                    ,5936494,5877474
167 Mills CAD ,167-902/Mullin ISD                         ,238682,238682
167 Mills CAD ,167-904/Priddy ISD                         ,602822,602822
168 Mitchell CAD ,114-904/Forsan ISD                         ,794629321,775031865
168 Mitchell CAD ,168-901/Colorado ISD                       ,405793489,377754869
168 Mitchell CAD ,168-902/Loraine ISD                        ,79123070,75987660
168 Mitchell CAD ,168-903/Westbrook ISD                      ,679736189,674467249
168 Mitchell CAD ,177-901/Roscoe ISD                         ,16611555,16559595
168 Mitchell CAD ,208-903/Ira ISD                            ,2129584,1825624
169 Montague CAD ,169-901/Bowie ISD                          ,8866386,8806526
169 Montague CAD ,169-902/Nocona ISD                         ,248146120,234603620
169 Montague CAD ,169-906/Goldburg ISD                       ,1583630,1583630
169 Montague CAD ,169-908/Montague ISD                       ,38819737,35301477
169 Montague CAD ,169-909/Prairie Valley ISD                 ,166895575,164502275
169 Montague CAD ,169-910/Forestburg ISD                     ,356224413,344046283
169 Montague CAD ,169-911/Saint Jo ISD                       ,40568230,32298180
169 Montague CAD ,249-901/Alvord ISD                         ,21547028,21426318
169 Montague CAD ,249-908/Slidell ISD                        ,9014602,7264633
170 Montgomery CAD ,093-905/Richards ISD                       ,71834511,68645018
170 Montgomery CAD ,101-913/Humble ISD                         ,11982983131,11328144731
170 Montgomery CAD ,101-921/Tomball ISD                        ,7176828562,6303039138
170 Montgomery CAD ,146-901/Cleveland ISD                      ,733612803,616977452
170 Montgomery CAD ,170-902/Conroe ISD                         ,26782849274,23947733613
170 Montgomery CAD ,170-903/Montgomery ISD                     ,4377171787,4276835191
170 Montgomery CAD ,170-904/Willis ISD                         ,2510603945,2259573244
170 Montgomery CAD ,170-906/Magnolia ISD                       ,4461076566,4069486254
170 Montgomery CAD ,170-907/Splendora ISD                      ,469668241,411683849
170 Montgomery CAD ,170-908/New Caney ISD                      ,59075308,58776689
171 Moore CAD ,117-903/Sanford-Fritch ISD                 ,6241515,5986825
171 Moore CAD ,171-901/Dumas ISD                          ,2104254797,1472165537
171 Moore CAD ,171-902/Sunray ISD                         ,300442726,252634246
172 Morris CAD ,034-903/Hughes Springs ISD                 ,215617476,132806355
172 Morris CAD ,172-902/Daingerfield-Lone Star ISD         ,512700280,343714810
172 Morris CAD ,172-905/Pewitt ISD                         ,83889822,81169684
173 Motley CAD ,096-905/Turkey-Quitaque ISD                ,27666734,26677494
173 Motley CAD ,173-901/Motley County ISD                  ,1664306,1612516
174 Nacogdoches CAD ,174-901/Chireno ISD                        ,176731060,147667600
174 Nacogdoches CAD ,174-902/Cushing ISD                        ,242070808,234498448
174 Nacogdoches CAD ,174-903/Garrison ISD                       ,141084292,128285912
174 Nacogdoches CAD ,174-904/Nacogdoches ISD                    ,1980649045,1604660485
174 Nacogdoches CAD ,174-906/Woden ISD                          ,182461812,168944022
174 Nacogdoches CAD ,174-908/Central Heights ISD                ,120103549,109354949
174 Nacogdoches CAD ,174-909/Martinsville ISD                   ,76219757,73973897
174 Nacogdoches CAD ,174-910/Etoile ISD                         ,50230662,47824122
174 Nacogdoches CAD ,174-911/Douglass ISD                       ,167645989,162802759
175 Navarro CAD ,070-903/Ennis ISD                          ,1735239706,1181165332
175 Navarro CAD ,081-902/Fairfield ISD                      ,1559432192,1372165283
175 Navarro CAD ,081-905/Wortham ISD                        ,114831062,106246661
175 Navarro CAD ,109-902/Bynum ISD                          ,68064806,55083006
175 Navarro CAD ,109-905/Hubbard ISD                        ,66354297,62640487
175 Navarro CAD ,175-902/Blooming Grove ISD                 ,152769758,136165518
175 Navarro CAD ,175-903/Corsicana ISD                      ,1559870,1486566
175 Navarro CAD ,175-904/Dawson ISD                         ,2183460,664840
175 Navarro CAD ,175-905/Frost ISD                          ,2236337,2235257
175 Navarro CAD ,175-907/Kerens ISD                         ,252258195,236813505
175 Navarro CAD ,175-910/Mildred ISD                        ,419260921,361103671
175 Navarro CAD ,175-911/Rice ISD                           ,110395477,100581567
176 Newton CAD ,121-902/Brookeland ISD                     ,209556665,190290640
176 Newton CAD ,121-905/Kirbyville CISD                    ,204757849,188240041
176 Newton CAD ,176-901/Burkeville ISD                     ,240549548,231010540
176 Newton CAD ,176-902/Newton ISD                         ,282691516,258649096
176 Newton CAD ,176-903/Deweyville ISD                     ,563006944,532839456
177 Nolan CAD ,177-901/Roscoe ISD                         ,16611555,16559595
177 Nolan CAD ,177-902/Sweetwater ISD                     ,52477192,50417332
177 Nolan CAD ,177-903/Blackwell ISD                      ,20768709,18149909
177 Nolan CAD ,177-905/Highland ISD                       ,220978347,148269737
177 Nolan CAD ,221-905/Trent ISD                          ,22979069,22839949
178 Nueces CAD ,178-901/Agua Dulce ISD                     ,60249253,22161381
178 Nueces CAD ,178-902/Bishop ISD                         ,500454289,419778578
178 Nueces CAD ,178-903/Calallen ISD                       ,1391741853,1119862672
178 Nueces CAD ,178-904/Corpus Christi ISD                 ,13519471915,11398421774
178 Nueces CAD ,178-905/Driscoll ISD                       ,113065103,99701040
178 Nueces CAD ,178-906/London ISD                         ,278917738,274023151
178 Nueces CAD ,178-908/Port Aransas ISD                   ,172880,172880
178 Nueces CAD ,178-909/Robstown ISD                       ,512607689,308535749
178 Nueces CAD ,178-912/Tuloso-Midway ISD                  ,2233332150,1669657460
178 Nueces CAD ,178-913/Banquete ISD                       ,267043678,252701450
178 Nueces CAD ,178-914/Flour Bluff ISD                    ,2557348962,2464309915
178 Nueces CAD ,178-915/West Oso ISD                       ,708863102,351003238
178 Nueces CAD ,205-901/Aransas Pass ISD                   ,104875467,98797594
179 Ochiltree CAD ,098-904/Spearman ISD                       ,244499971,219652714
179 Ochiltree CAD ,148-901/Booker ISD                         ,561090,561090
179 Ochiltree CAD ,179-901/Perryton ISD                       ,1708644565,1481016313
180 Oldham CAD ,103-901/Channing ISD                       ,124585133,116981323
180 Oldham CAD ,180-902/Vega ISD                           ,21407478,17628778
180 Oldham CAD ,180-903/Adrian ISD                         ,19020771,19020771
180 Oldham CAD ,180-904/Wildorado ISD                      ,13858235,13631035
181 Orange CAD ,181-901/Bridge City ISD                    ,935702068,835696419
181 Orange CAD ,181-905/Orangefield ISD                    ,472354195,412183413
181 Orange CAD ,181-906/West Orange-Cove CISD              ,1777040682,1241511740
181 Orange CAD ,181-907/Vidor ISD                          ,22512181,19896621
181 Orange CAD ,181-908/Little Cypress-Mauriceville CISD   ,967469214,883092308
182 Palo Pinto CAD ,111-902/Lipan ISD                          ,24397567,24212287
182 Palo Pinto CAD ,119-903/Perrin-Whitt CISD                  ,250867767,136620927
182 Palo Pinto CAD ,182-901/Gordon ISD                         ,14297072,13939312
182 Palo Pinto CAD ,182-902/Graford ISD                        ,7379515,7295705
182 Palo Pinto CAD ,182-903/Mineral Wells ISD                  ,765825830,582812070
182 Palo Pinto CAD ,182-904/Santo ISD                          ,20925340,20308450
182 Palo Pinto CAD ,182-905/Strawn ISD                         ,65476415,60211355
182 Palo Pinto CAD ,182-906/Palo Pinto ISD                     ,515284777,501465097
182 Palo Pinto CAD ,184-904/Millsap ISD                        ,4152699,4106079
183 Panola CAD ,102-906/Elysian Fields ISD                 ,294930442,277614982
183 Panola CAD ,183-901/Beckville ISD                      ,475370361,413833591
183 Panola CAD ,183-902/Carthage ISD                       ,3450880232,2802812702
183 Panola CAD ,183-904/Gary ISD                           ,272927823,261242673
183 Panola CAD ,201-910/Tatum ISD                          ,80467475,64642265
183 Panola CAD ,210-902/Joaquin ISD                        ,9613981,9119371
183 Panola CAD ,210-904/Tenaha ISD                         ,2040338,1900008
184 Parker CAD ,111-901/Granbury ISD                       ,4465835507,4160516747
184 Parker CAD ,111-902/Lipan ISD                          ,24397567,24212287
184 Parker CAD ,119-903/Perrin-Whitt CISD                  ,250867767,136620927
184 Parker CAD ,182-903/Mineral Wells ISD                  ,765825830,582812070
184 Parker CAD ,184-901/Poolville ISD                      ,106169534,104271934
184 Parker CAD ,184-902/Springtown ISD                     ,789372247,697220937
184 Parker CAD ,184-903/Weatherford ISD                    ,3589637113,3255882493
184 Parker CAD ,184-904/Millsap ISD                        ,4152699,4106079
184 Parker CAD ,184-907/Aledo ISD                          ,2440522244,2352018914
184 Parker CAD ,184-908/Peaster ISD                        ,267774063,256261293
184 Parker CAD ,184-909/Brock ISD                          ,463484446,435792136
184 Parker CAD ,184-911/Garner ISD                         ,165233260,104369130
184 Parker CAD ,220-915/Azle ISD                           ,866865347,832651450
185 Parmer CAD ,059-901/Hereford ISD                       ,29895943,25214423
185 Parmer CAD ,185-901/Bovina ISD                         ,123535121,77743794
185 Parmer CAD ,185-902/Farwell ISD                        ,7273429,7069568
185 Parmer CAD ,185-903/Friona ISD                         ,1668786,1668786
185 Parmer CAD ,185-904/Lazbuddie ISD                      ,2000280,2000280
186 Pecos CAD ,186-901/Buena Vista ISD                    ,231554745,15965575
186 Pecos CAD ,186-902/Fort Stockton ISD                  ,1149642663,605659103
186 Pecos CAD ,186-903/Iraan-Sheffield ISD                ,1995817443,1794088513
187 Polk CAD ,187-901/Big Sandy ISD                      ,318717704,291656061
187 Polk CAD ,187-903/Goodrich ISD                       ,111708358,83506653
187 Polk CAD ,187-904/Corrigan-Camden ISD                ,309412188,250738498
187 Polk CAD ,187-906/Leggett ISD                        ,130382614,110864648
187 Polk CAD ,187-907/Livingston ISD                     ,1391341319,1240050307
187 Polk CAD ,187-910/Onalaska ISD                       ,445770234,417530584
187 Polk CAD ,229-903/Woodville ISD                      ,392136,392136
187 Polk CAD ,229-906/Chester ISD                        ,27610812,26451196
188 Potter-Randall CAD ,180-904/Wildorado ISD                      ,13858235,13631035
188 Potter-Randall CAD ,188-901/Amarillo ISD                       ,7943193139,6919279021
188 Potter-Randall CAD ,188-902/River Road ISD                     ,264502090,244387336
188 Potter-Randall CAD ,188-903/Highland Park ISD                  ,974271523,352624711
188 Potter-Randall CAD ,188-904/Bushland ISD                       ,1123188375,810850889
188 Potter-Randall CAD ,191-901/Canyon ISD                         ,3723639590,3256333568
188 Potter-Randall CAD ,219-901/Happy ISD                          ,872152,872152
189 Presidio CAD ,189-901/Marfa ISD                          ,240798452,230220012
189 Presidio CAD ,189-902/Presidio ISD                       ,181768746,160025016
190 Rains CAD ,112-907/Miller Grove ISD                   ,50015175,47747425
190 Rains CAD ,116-906/Lone Oak ISD                       ,203740514,197313490
190 Rains CAD ,190-903/Rains ISD                          ,495992730,469221158
190 Rains CAD ,250-906/Alba-Golden ISD                    ,12572974,12242496
192 Reagan CAD ,192-901/Reagan County ISD                  ,2999094755,2747287483
193 Real CAD ,069-902/Nueces Canyon CISD                 ,89875319,88169928
193 Real CAD ,193-902/Leakey ISD                         ,261448780,253721220
193 Real CAD ,232-903/Uvalde ISD                         ,3909383,3909383
193 Real CAD ,232-904/Utopia ISD                         ,110855118,108276068
194 Red River CAD ,139-912/Prairiland ISD                     ,200967407,189241797
194 Red River CAD ,194-902/Avery ISD                          ,47366309,44857437
194 Red River CAD ,194-903/Rivercrest ISD                     ,25993079,25900639
194 Red River CAD ,194-904/Clarksville ISD                    ,213435927,164535604
194 Red River CAD ,194-905/Detroit ISD                        ,62150184,58866153
195 Reeves CAD ,195-901/Pecos-Barstow-Toyah ISD            ,2327159150,1974618890
195 Reeves CAD ,195-902/Balmorhea ISD                      ,45996636,32567266
196 Refugio CAD ,196-901/Austwell-Tivoli ISD                ,460708670,453839280
196 Refugio CAD ,196-902/Woodsboro ISD                      ,325998421,317590971
196 Refugio CAD ,196-903/Refugio ISD                        ,6477897,6260387
197 Roberts CAD ,090-904/Pampa ISD                          ,1211595181,802311921
197 Roberts CAD ,197-902/Miami ISD                          ,11070150,11037610
198 Robertson CAD ,021-902/Bryan ISD                          ,6209318090,5382003360
198 Robertson CAD ,145-911/Leon ISD                           ,765436132,512662402
198 Robertson CAD ,147-902/Groesbeck ISD                      ,417586,372726
198 Robertson CAD ,198-901/Bremond ISD                        ,18404714,17628024
198 Robertson CAD ,198-902/Calvert ISD                        ,104094566,94109112
198 Robertson CAD ,198-903/Franklin ISD                       ,2065910883,1932697530
198 Robertson CAD ,198-905/Hearne ISD                         ,434393224,322749285
198 Robertson CAD ,198-906/Mumford ISD                        ,113211135,112062415
199 Rockwall CAD ,199-901/Rockwall ISD                       ,557108,557108
199 Rockwall CAD ,199-902/Royse City ISD                     ,92042732,81767232
200 Runnels CAD ,041-901/Bronte ISD                         ,96822007,91412917
200 Runnels CAD ,042-901/Coleman ISD                        ,172882901,157329631
200 Runnels CAD ,042-905/Panther Creek CISD                 ,110312223,107270563
200 Runnels CAD ,200-901/Ballinger ISD                      ,279669881,213323961
200 Runnels CAD ,200-902/Miles ISD                          ,41476608,37735928
200 Runnels CAD ,200-904/Winters ISD                        ,217686065,199499535
200 Runnels CAD ,200-906/Olfen ISD                          ,5562073,5532493
200 Runnels CAD ,221-911/Jim Ned CISD                       ,16317081,16238101
201 Rusk CAD ,037-907/Rusk ISD                           ,349727553,310569673
201 Rusk CAD ,092-902/Kilgore ISD                        ,1233510804,548217933
201 Rusk CAD ,174-902/Cushing ISD                        ,242070808,234498448
201 Rusk CAD ,174-903/Garrison ISD                       ,141084292,128285912
201 Rusk CAD ,201-902/Henderson ISD                      ,1734565845,1459515065
201 Rusk CAD ,201-903/Laneville ISD                      ,93423331,89258141
201 Rusk CAD ,201-904/Leveretts Chapel ISD               ,48130955,43602955
201 Rusk CAD ,201-907/Mount Enterprise ISD               ,61169076,55685736
201 Rusk CAD ,201-908/Overton ISD                        ,77515827,68535747
201 Rusk CAD ,201-910/Tatum ISD                          ,80467475,64642265
201 Rusk CAD ,201-913/Carlisle ISD                       ,29574975,26773735
201 Rusk CAD ,201-914/West Rusk County ISD               ,542664632,464630762
202 Sabine CAD ,121-902/Brookeland ISD                     ,209556665,190290640
202 Sabine CAD ,202-903/Hemphill ISD                       ,475741872,449478174
202 Sabine CAD ,202-905/West Sabine ISD                    ,100735093,69713380
202 Sabine CAD ,210-903/Shelbyville ISD                    ,4155742,4090552
203 San Augustine CAD ,121-902/Brookeland ISD                     ,209556665,190290640
203 San Augustine CAD ,174-901/Chireno ISD                        ,176731060,147667600
203 San Augustine CAD ,203-901/San Augustine ISD                  ,450961656,405783476
203 San Augustine CAD ,203-902/Broaddus ISD                       ,175534417,169660997
204 San Jacinto CAD ,146-901/Cleveland ISD                      ,733612803,616977452
